"company_name_storage","company_id_storage","company_type_storage","naics_code_storage","naics_code_description_storage","chemical_name_storage","hazardous_ingredient_storage","average_amount_storage","maximum_amount_storage","storage_method_storage","hazardous_class_description_storage","in_storage","key","address"
"AXIOM ELECTRONICS",8247,"CONTRACT ELECTRONICS ASSEMBLY",334418,"PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEM","SOLDER ALLOYS","LEAD","1,000-4,999","1,000-4,999","BOX","Chronic Health Hazard",1,"onsite_storage_8247","19545 NW VON NEUMANN DR, HILLSBORO, OR 97006"
"ELECTRONIC MFG SERVICES",8264,"ELECTRONIC ASSEMBLY OF CIRCUIT BOARDS",334418,"PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEM","SOLDER ALLOYS CONTAINING LEAD","LEAD","1,000-4,999","1,000-4,999","BOX","Chronic Health Hazard",1,"onsite_storage_8264","10950 SW 5TH ST STE 180, BEAVERTON, OR 97005"
"ELECTRONIC MFG SERVICES",8264,"ELECTRONIC ASSEMBLY OF CIRCUIT BOARDS",334418,"PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEM","SN100C SOLDER","TIN","1,000-4,999","1,000-4,999","BOX","Acute Health Hazard",1,"onsite_storage_8264","10950 SW 5TH ST STE 180, BEAVERTON, OR 97005"
"FIRE EXTINGUISHER SVC CENTER",96521,"FIRE SERVICE & PROTECTION",423990,"OTHER MISC DURABLE GOODS WHSLE","ABC DRY CHEMICAL","MONOAMMONIUM PHOSPHATE","500-999","500-999","BAG","Acute Health Hazard",1,"onsite_storage_96521","3460 SW 209TH AVE, BEAVERTON, OR 97007"
"TARGET CORPORATION",99403,"RETAIL",452112,"DISCOUNT DEPARTMENT STORES","FERTILIZER NPK","VARIOUS","200-499","500-999","BAG","Acute Health Hazard",1,"onsite_storage_99403","9009 SW HALL BLVD, TIGARD, OR 97223"
"TARGET CORPORATION",99403,"RETAIL",452112,"DISCOUNT DEPARTMENT STORES","WASTE AEROSOLS","VARIOUS","50-199","500-999","TOTEBIN","Flammable and Combustible Liquid",1,"onsite_storage_99403","9009 SW HALL BLVD, TIGARD, OR 97223"
"TARGET CORPORATION",99403,"RETAIL",452112,"DISCOUNT DEPARTMENT STORES","WASTE RETAIL PRODUCTS-FLAMMABLE","VARIOUS SOLVENTS","50-199","500-999","TOTEBIN","Flammable and Combustible Liquid",1,"onsite_storage_99403","9009 SW HALL BLVD, TIGARD, OR 97223"
"TARGET CORPORATION",99401,"RETAIL",452112,"DISCOUNT DEPARTMENT STORES","FERTILIZER NPK","VARIOUS","200-499","500-999","BAG","Acute Health Hazard",1,"onsite_storage_99401","2295 SE TV HWY, HILLSBORO, OR 97124"
"TARGET CORPORATION",99401,"RETAIL",452112,"DISCOUNT DEPARTMENT STORES","WASTE AEROSOLS","VARIOUS","50-199","500-999","TOTEBIN","Flammable and Combustible Liquid",1,"onsite_storage_99401","2295 SE TV HWY, HILLSBORO, OR 97124"
"TARGET CORPORATION",99401,"RETAIL",452112,"DISCOUNT DEPARTMENT STORES","WASTE RETAIL PRODUCTS-FLAMMABLE","VARIOUS SOLVENTS","50-199","500-999","TOTEBIN","Flammable and Combustible Liquid",1,"onsite_storage_99401","2295 SE TV HWY, HILLSBORO, OR 97124"
"LEXUS OF PORTLAND LLC",55035,"AUTOMOBILE SALES & SERVICE",811111,"GENERAL AUTOMOTIVE REPAIR","GEAR LUBE","LUBRICANT BASE OIL","50-199","500-999","STEEL DRUM","Combustible Material",1,"onsite_storage_55035","8840 SW CANYON RD, PORTLAND, OR 97225"
"JB INSULATION",96678,"INSULATION CONTRACTORS",238310,"DRYWALL & INSULATION CONTRACTORS","HEATLOK SOY 200 PLUS B-SIDE","POLYESTER POLYOL","5,000-9,999","5,000-9,999","STEEL DRUM","Acute Health Hazard",1,"onsite_storage_96678","14255 SW GALBREATH DR, SHERWOOD, OR 97140"
"TARGET CORPORATION",99397,"RETAIL",452112,"DISCOUNT DEPARTMENT STORES","FERTILIZER NPK","VARIOUS","200-499","500-999","BAG","Acute Health Hazard",1,"onsite_storage_99397","18101 NW EVERGREEN PKWY, BEAVERTON, OR 97005"
"TARGET CORPORATION",99397,"RETAIL",452112,"DISCOUNT DEPARTMENT STORES","WASTE AEROSOLS","VARIOUS","50-199","500-999","TOTEBIN","Flammable and Combustible Liquid",1,"onsite_storage_99397","18101 NW EVERGREEN PKWY, BEAVERTON, OR 97005"
"TARGET CORPORATION",99397,"RETAIL",452112,"DISCOUNT DEPARTMENT STORES","WASTE RETAIL PRODUCTS-FLAMMABLE","VARIOUS SOLVENTS","50-199","500-999","TOTEBIN","Flammable and Combustible Liquid",1,"onsite_storage_99397","18101 NW EVERGREEN PKWY, BEAVERTON, OR 97005"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 9-9-9 SUPER IRON","AMMONIUM SULFATE","1,000-4,999","1,000-4,999","BAG","Combustible Material",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","TRIPLE PRO 15-15-15","AMMONIUM SULFATE","50-199","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","TURF SUPREME 16-6-8","AMMONIUM SULFATE","50-199","10,000-49,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","BEST DIMENSION 270-G","DITHIOPYR","500-999","500-999","BAG","Chronic Health Hazard",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 22-5-6 TURF GOLD","AMMONIUM SULFATE","1,000-4,999","10,000-49,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 22-4-10 BEST N-FLEXX","UREA","500-999","1,000-4,999","BAG","Reactive Material",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","QUALI-PRO T/I 2.5G","TRIFLURALIN","1,000-4,999","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 2-4-3 HOLGANIX","COMPOSTED CHICKEN MANURE","1,000-4,999","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 10-3-2 HOLGANIX","AMMONIUM SULFATE","1,000-4,999","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 12-0-2 IRON EDGE","AMMONIUM NITRATE","1,000-4,999","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","ALOFT GC SC","CLOTHIANIDIN","1,000-4,999","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 22-5-6 TURF GOLD W/X-COTE","AMMONIUM SULFATE","5,000-9,999","10,000-49,999","BAG","Acute Health Hazard",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 15-15-15 MAS","UREA","1,000-4,999","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 15-5-7 WOLF TRAX","AMMONIUM SULFATE","1,000-4,999","1,000-4,999","BAG","Combustible Material",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"EWING IRRIGATION PRODUCTS INC",103387,"WHSLE DISTRIBUTION",423820,"FARM & GARDEN MACHINERY & EQP WHSLE","FERTILIZER 21-2-4-2.0 FE NITRA KING","AMMONIUM SULFATE","1,000-4,999","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_103387","5857 NW CORNELIUS PASS RD, HILLSBORO, OR 97124"
"HILLSBORO CITY OF",17864,"MUNICIPALITY MAINT",921190,"OTHER GENERAL GOV SUPPORT","FREEZGARD","MAGNESIUM CHLORIDE HEXAHYDRATE","1,000-4,999","5,000-9,999","ABOVEGROUND TANK","Acute Health Hazard",1,"onsite_storage_17864","142 SE MAPLE ST, HILLSBORO, OR 97123"
"HILLSBORO CITY OF",17864,"MUNICIPALITY MAINT",921190,"OTHER GENERAL GOV SUPPORT","FUSEES/FLARES","STRONTIUM NITRATE","500-999","500-999","BOX","Flammable Solids",1,"onsite_storage_17864","142 SE MAPLE ST, HILLSBORO, OR 97123"
"BLASTZONE SANDBLASTING",102380,"SANDBLASTING",332813,"ELECTROPLATING, PLATING, POLISHING, ANODI","VITROGRIT","SODA-LIME SILICON DIOXIDE GLASS","500-999","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_102380","8260 SW OLD HWY 47, GASTON, OR 97119"
"GENUINE PARTS CO NAPA",17816,"AUTO PARTS & SUPPLIES SALES",441310,"AUTOMOTIVE PARTS & ACCESSORIES STORES","ULTRASORB","DIATOMACEOUS EARTH","500-999","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_17816","12085 SW HALL BLVD, TIGARD, OR 97223"
"LES SCHWAB TIRE CENTER",92322,"TIRE SALES & SVC",441320,"TIRE DEALERS","LEAD WEIGHTS","LEAD","200-499","500-999","PLASTIC OR NON-METALLIC DRUM","Chronic Health Hazard",1,"onsite_storage_92322","2730 PACIFIC AVE, FOREST GROVE, OR 97116"
"WOODFEATHERS INC",101700,"SALES AND STORAGE OF ROOFING MATERIAL",444190,"OTHER BLDG MATERIAL DEALERS","ZINC SULFATE","ZINC SULFATE","1,000-4,999","5,000-9,999","BAG","Combustible Material",1,"onsite_storage_101700","6789 SW 111TH AVE, BEAVERTON, OR 97008"
"WOODFEATHERS INC",101700,"SALES AND STORAGE OF ROOFING MATERIAL",444190,"OTHER BLDG MATERIAL DEALERS","TRUECOMFORT","FIBER GLASS","1,000-4,999","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_101700","6789 SW 111TH AVE, BEAVERTON, OR 97008"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","ACRYLIC","METHYL METHACRYLATE MONOMER","10,000-49,999","10,000-49,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","LCP","BASE RESIN","200-499","500-999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","NYLON","POLYAMIDE","10,000-49,999","50,000-99,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","PBT","POLY BUTYLENE TEREPHTHALATE","1,000-4,999","10,000-49,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","POLYCARBONATE","BISPHENOL A POLYCARBONATE","5,000-9,999","10,000-49,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","POLYESTER","POLYESTER","1,000-4,999","10,000-49,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","POLYETHERIMIDE","POLYETHERIMIDE","200-499","1,000-4,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","POLYETHYLENE","POLYETHYLENE","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","POLYPHENYLENE SULFIDE","POLYPHENYLENE SULFIDE","1,000-4,999","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","POLYPROPYLENE","POLYPROPYLENE","10,000-49,999","50,000-99,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","POLYSTYRENE","POLYSTYRENE","10,000-49,999","50,000-99,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","PPO","POLYPHENOL OXIDE","1,000-4,999","5,000-9,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","PVC","POLYVINYL CHLORIDE","10,000-49,999","100,000-249,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","THERMOPLASTIC RUBBER","STYRENE-BUTADIENE POLYMER","1,000-4,999","5,000-9,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","BLENDS","BISPHENOL A POLYCARBONATE","5,000-9,999","10,000-49,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","ABS","ACRYLONITRILE/BUTADIENE/STYRENE","10,000-49,999","10,000-49,999","BAG","Combustible Material",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"VISION PLASTICS",43616,"PLASTICS MOLDER",326199,"ALL OTHER PLASTICS PRODUCT MFG","ACETAL","ACETALDEHYDE DIETHYL ACETAL, NATURAL","5,000-9,999","10,000-49,999","BAG","Flammable and Combustible Liquid",1,"onsite_storage_43616","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070"
"FOREST GROVE SCHOOL DIST 15",80569,"FACILITIES MAINTENANCE SUPPORT",611110,"ELEMENTARY & SECONDARY SCHOOLS","PCB LIGHTING BALLASTS","PCB","500-999","500-999","STEEL DRUM","Flammable Solids",1,"onsite_storage_80569","2701 TAYLOR WAY, FOREST GROVE, OR 97116"
"WOODFEATHERS INC",59397,"SELL & LOAD ROOFING MATERIALS TO HOMEOWNERS & CONTRACTORS",423330,"ROOFING, SIDING, & INSULATION MATERIAL WH","TRUECOMFORT","FIBER GLASS","200-499","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_59397","11040 SW ALLEN BLVD, BEAVERTON, OR 97008"
"JAMES KING & CO INC",5454,"MAKE REGISTRATION & LICENSE CERTIFICATION BOX FOR TRUCKS TRAILERS",339999,"ALL OTHER MISC MFG","HIGH DENSITY POLYETHYLENE","POLYETHYLENE","10,000-49,999","10,000-49,999","BOX","Miscellaneous Hazardous Material",1,"onsite_storage_5454","19939 SW CIPOLE, SHERWOOD, OR 97041"
"JAMES KING & CO INC",5454,"MAKE REGISTRATION & LICENSE CERTIFICATION BOX FOR TRUCKS TRAILERS",339999,"ALL OTHER MISC MFG","HYDRAULIC OIL","BASE LUBRICATING OILS","200-499","500-999","ABOVEGROUND TANK","Combustible Material",1,"onsite_storage_5454","19939 SW CIPOLE, SHERWOOD, OR 97041"
"JAMES KING & CO INC",5454,"MAKE REGISTRATION & LICENSE CERTIFICATION BOX FOR TRUCKS TRAILERS",339999,"ALL OTHER MISC MFG","ABS RESIN","ACRYLONITRILE-BUTADIENE STYRENE","10,000-49,999","10,000-49,999","BOX","Chronic Health Hazard",1,"onsite_storage_5454","19939 SW CIPOLE, SHERWOOD, OR 97041"
"VIOC",92682,"OIL CHANGE SERVICE",811191,"AUTOMOTIVE OIL CHANGE & LUBRICATION SHOPS","USED OIL","LUBRCATING OILS USED","200-499","500-999","TANK INSIDE BUILDING","Acute Health Hazard",1,"onsite_storage_92682","6900 SW NYBERG ST, TUALATIN, OR 97062"
"FRED MEYER STORES INC",17325,"GROCERY & DEPT STORE",445110,"SUPERMARKETS & OTHER GROCERY (EXC CONVENIE","FREON 404A","1,1,1-TRIFLUOROETHANE","500-999","500-999","OTHER","Non-flammable Gas",1,"onsite_storage_17325","7700 SW BVTN HLSDLE HWY, PORTLAND, OR 97225"
"WASHINGTON COUNTY",17343,"COUNTY ROAD MAINT & FLEET OPERATIONS",921190,"OTHER GENERAL GOV SUPPORT","FUSEES","STRONTIUM NITRATE","5,000-9,999","5,000-9,999","BOX","Flammable Solids",1,"onsite_storage_17343","1400 SW WALNUT ST, HILLSBORO, OR 97123"
"WASHINGTON COUNTY",17343,"COUNTY ROAD MAINT & FLEET OPERATIONS",921190,"OTHER GENERAL GOV SUPPORT","HIGHWAY SAFETY SPHERES-UNCOATED","SODA LIME GLASS","10,000-49,999","10,000-49,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_17343","1400 SW WALNUT ST, HILLSBORO, OR 97123"
"WASHINGTON COUNTY",17343,"COUNTY ROAD MAINT & FLEET OPERATIONS",921190,"OTHER GENERAL GOV SUPPORT","LIME","CALCIUM OXIDE","1,000-4,999","1,000-4,999","BAG","Dangerous When Wet",1,"onsite_storage_17343","1400 SW WALNUT ST, HILLSBORO, OR 97123"
"WASHINGTON COUNTY",17343,"COUNTY ROAD MAINT & FLEET OPERATIONS",921190,"OTHER GENERAL GOV SUPPORT","USED OIL","LUBRCATING OILS USED","200-499","500-999","TANK INSIDE BUILDING","Acute Health Hazard",1,"onsite_storage_17343","1400 SW WALNUT ST, HILLSBORO, OR 97123"
"WASHINGTON COUNTY",17343,"COUNTY ROAD MAINT & FLEET OPERATIONS",921190,"OTHER GENERAL GOV SUPPORT","AUTUMN K 22-4-22","POLYMER COATED UREA","1,000-4,999","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_17343","1400 SW WALNUT ST, HILLSBORO, OR 97123"
"WASHINGTON COUNTY",17343,"COUNTY ROAD MAINT & FLEET OPERATIONS",921190,"OTHER GENERAL GOV SUPPORT","BUTTON GLUE","ASPHALT","1,000-4,999","1,000-4,999","BOX","Acute Health Hazard",1,"onsite_storage_17343","1400 SW WALNUT ST, HILLSBORO, OR 97123"
"WASHINGTON COUNTY",17343,"COUNTY ROAD MAINT & FLEET OPERATIONS",921190,"OTHER GENERAL GOV SUPPORT","CRAFCO PLEXI MELT","ASPHALT","1,000-4,999","1,000-4,999","OTHER","Acute Health Hazard",1,"onsite_storage_17343","1400 SW WALNUT ST, HILLSBORO, OR 97123"
"PACIFIC SPORTS TURF INC",101984,"MAINTAIN TURF",238990,"ALL OTHER SPECIALTY TRADE CONTRACTORS","FERTILIZER EMPIRE GREEN","UREA","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_101984","12725 SW HERMAN RD, TUALATIN, OR 97062"
"PACIFIC SPORTS TURF INC",101984,"MAINTAIN TURF",238990,"ALL OTHER SPECIALTY TRADE CONTRACTORS","REGAL GREEN","UREA","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_101984","12725 SW HERMAN RD, TUALATIN, OR 97062"
"PACIFIC SPORTS TURF INC",101984,"MAINTAIN TURF",238990,"ALL OTHER SPECIALTY TRADE CONTRACTORS","DAKOTA REV GRANULAR","DAKOTA PEAT","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_101984","12725 SW HERMAN RD, TUALATIN, OR 97062"
"PACIFIC SPORTS TURF INC",101984,"MAINTAIN TURF",238990,"ALL OTHER SPECIALTY TRADE CONTRACTORS","FERTILIZER MIX 29","UREA","1,000-4,999","5,000-9,999","BAG","Acute Health Hazard",1,"onsite_storage_101984","12725 SW HERMAN RD, TUALATIN, OR 97062"
"PACIFIC SPORTS TURF INC",101984,"MAINTAIN TURF",238990,"ALL OTHER SPECIALTY TRADE CONTRACTORS","PERFECTION PELLETIZED LIME","CALCIUM CARBONATE","1,000-4,999","5,000-9,999","BAG","Acute Health Hazard",1,"onsite_storage_101984","12725 SW HERMAN RD, TUALATIN, OR 97062"
"VIOC",92681,"OIL CHANGE SERVICE",811191,"AUTOMOTIVE OIL CHANGE & LUBRICATION SHOPS","TRANSMISSION FLUID","HIGHLY REFINED MINERAL OIL (C15-C50)","200-499","500-999","TANK INSIDE BUILDING","Combustible Material",1,"onsite_storage_92681","15410 SW PACIFIC HWY, TIGARD, OR 97224"
"VIOC",92681,"OIL CHANGE SERVICE",811191,"AUTOMOTIVE OIL CHANGE & LUBRICATION SHOPS","USED OIL","LUBRCATING OILS USED","200-499","500-999","TANK INSIDE BUILDING","Acute Health Hazard",1,"onsite_storage_92681","15410 SW PACIFIC HWY, TIGARD, OR 97224"
"SIGNATURE LANDSCAPE CARE",58407,"LAWN & TREE SERVICE",561730,"LANDSCAPING SVCS","FERTILIZER TURF PLUS","UREA","1,000-4,999","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_58407","23275 SW 82ND AVE, TUALATIN, OR 97062"
"SIGNATURE LANDSCAPE CARE",58407,"LAWN & TREE SERVICE",561730,"LANDSCAPING SVCS","LIME CAL PRILL","NONE LISTED ON MSDS","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_58407","23275 SW 82ND AVE, TUALATIN, OR 97062"
"MAGNO HUMPHRIES INC",5502,"FOOD SUPPLEMENTS VITAMIN MFG",325412,"PHARMACEUTICAL PREPARATION MFG","GLUCOSAMINE HYDROCHLORIDE","D-GLUCOSAMINE HYDROCHLORIDE","500-999","1,000-4,999","BOX","Acute Health Hazard",1,"onsite_storage_5502","8800 SW COMMERCIAL ST, TIGARD, OR 97223"
"MAGNO HUMPHRIES INC",5502,"FOOD SUPPLEMENTS VITAMIN MFG",325412,"PHARMACEUTICAL PREPARATION MFG","MAGNESIUM OXIDE","MAGNESIUM OXIDE","1,000-4,999","1,000-4,999","BOX","Acute Health Hazard",1,"onsite_storage_5502","8800 SW COMMERCIAL ST, TIGARD, OR 97223"
"MAGNO HUMPHRIES INC",5502,"FOOD SUPPLEMENTS VITAMIN MFG",325412,"PHARMACEUTICAL PREPARATION MFG","MICROCRYSTALLINE CELLULOSE","CELLULOSE","1,000-4,999","5,000-9,999","BOX","Acute Health Hazard",1,"onsite_storage_5502","8800 SW COMMERCIAL ST, TIGARD, OR 97223"
"MAGNO HUMPHRIES INC",5502,"FOOD SUPPLEMENTS VITAMIN MFG",325412,"PHARMACEUTICAL PREPARATION MFG","SILICON DIOXIDE","SILICON DIOXIDE","500-999","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_5502","8800 SW COMMERCIAL ST, TIGARD, OR 97223"
"MAGNO HUMPHRIES INC",5502,"FOOD SUPPLEMENTS VITAMIN MFG",325412,"PHARMACEUTICAL PREPARATION MFG","SORBITOL","SORBITOL","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_5502","8800 SW COMMERCIAL ST, TIGARD, OR 97223"
"MAGNO HUMPHRIES INC",5502,"FOOD SUPPLEMENTS VITAMIN MFG",325412,"PHARMACEUTICAL PREPARATION MFG","STEARIC ACID","OCTADECANOIC ACID","500-999","1,000-4,999","BAG","Combustible Material",1,"onsite_storage_5502","8800 SW COMMERCIAL ST, TIGARD, OR 97223"
"MAGNO HUMPHRIES INC",5502,"FOOD SUPPLEMENTS VITAMIN MFG",325412,"PHARMACEUTICAL PREPARATION MFG","ASCORBIC ACID","L-ASCORBIC ACID","500-999","1,000-4,999","FIBER DRUM","Miscellaneous Hazardous Material",1,"onsite_storage_5502","8800 SW COMMERCIAL ST, TIGARD, OR 97223"
"MAGNO HUMPHRIES INC",5502,"FOOD SUPPLEMENTS VITAMIN MFG",325412,"PHARMACEUTICAL PREPARATION MFG","CALCIUM CITRATE","CALCIUM CITRATE TETRAHYDRATE","1,000-4,999","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_5502","8800 SW COMMERCIAL ST, TIGARD, OR 97223"
"MAGNO HUMPHRIES INC",5502,"FOOD SUPPLEMENTS VITAMIN MFG",325412,"PHARMACEUTICAL PREPARATION MFG","MAGNESIUM STEARATE","MAGNESIUM STEARATE","500-999","1,000-4,999","BAG","Combustible Material",1,"onsite_storage_5502","8800 SW COMMERCIAL ST, TIGARD, OR 97223"
